,Tweets,Subjectivity,Polarity,Analysis
225,_Khanna5  The first consignment of Covishield by Serum Institute of India arrived in Goa at 6:22 am… ,0.3333333333333333,0.25,Positive
226,. since you love to give  so much free airtime. Can you have him on &amp; ask why this is what… ,0.7,0.45,Positive
227,"People_of_Earth 
A billion thanks to Adar Poonawala and his team. 
“Serum institute of India” sent shipments of Co… ",0.2,0.2,Positive
228,Ahhh the good old days... COVFEFE COVID19 CovidVaccine censorship TwitterCensorship ,0.4,0.39999999999999997,Positive
229,So awesome seeing  vaccinating other HealthcareHeroes with the CovidVaccine  communityparamedics ,0.6875,0.4375,Positive
230,Sat in line for more than 2 hours so I can get my kiddos back in my classroom covidvaccine covidsucks… ,0.25,0.25,Positive
231,"Vaccinating at the Happiest Place on Earth Friday! 🏰💉
CovidVaccine Disneyland vaccineready bethesolution
flattenthecurve schoolnurse",0.0,0.0,Neutral
232,Our National Our Health Matters Task Force Committee has prepared a Frequently Asked Question document about the CO… ,0.3,0.1,Positive
233,"    
All the nurses, health workers, police, secur… ",0.0,0.0,Neutral
234,We need the vaccine as in yesterday covid19 vaccine Pfizer CovidVaccine Djfresh euphonik SouthAfrican… ,0.0,0.0,Neutral
235,"20,000 doses of Covaxin CovidVaccine manufactured by  arrive in Odisha .",0.0,0.0,Neutral
236, given the diversity of FMDrs we can all educate about CovidVaccine safely to our own communities.… ,0.75,0.55,Positive
237,"Modi Mismanages Covid,

Then Claims Credit for Scientific achievements of Vaccine,

Is Modi over smart 
Or
Are we… ",0.6428571428571429,0.21428571428571427,Positive
238,"So I expect that Morrison, Hunt etc and all public officials will lead from the front and only get the AZ vaccine r… ",0.5333333333333333,0.0,Neutral
239,"If CovidVaccine can be snorted, put it out on the street we'd achieve HerdImmunity in no time.",0.0,0.0,Neutral
240,"President Jokowi gets first dose of Sinovac vaccine.  COVID19 CovidVaccine 
TVRI TVRIWorld… ",0.3333333333333333,0.25,Positive
241,The first consignment of Covishield by Serum Institute of India arrived in Goa at 6:22 am today. The two boxes rec… ,0.3333333333333333,0.25,Positive
242,The first consignment of Covishield by Serum Institute of India arrived in Goa at 6:22 am today. The two boxes re… ,0.3333333333333333,0.25,Positive
243,So AstraZaneca vaccine is better than nothing Australia’s CMO says saying it’s “a TRUMP card” making it here in Aus… ,0.5,0.5,Positive
244,"Covishield Vaccine arrives in Mumbai from Pune.

Credits: BMC

COVID19 COVID19Vaccine CovidVaccine… ",0.0,0.0,Neutral
245,"If you didn’t get a sticker and don’t have a fun selfie, did you really get vaccinated?

...I hope so, otherwise I… ",0.2,0.25,Positive
246,:&gt;Scientists have identified an escapemutant that may decrease the efficacy of CovidVaccine the mutation called… ,0.0,0.0,Neutral
247,  I thought NYC was going to have 1 million COVIDVaccination  per month. Would be nice if you advise… ,1.0,0.6,Positive
248,The first consignment of Covishield by Serum Institute of India arrived in Goa at 6:22 am today. The two boxes rec… ,0.3333333333333333,0.25,Positive
249,"If you get the CovidVaccine, don't turn your masks into little hammocks for your G.I. Joes! It's still important t… ",0.75,0.08281250000000001,Positive
250,  _caulkins  Your assisted living center residents need help getting t… ,0.1,-0.1,Negative
251,"India is about to create another history by vaccinating a million citizens a day....
CovidVaccine ",0.0,0.0,Neutral
252,[LIVEUPDATES] President Joko Widodo monitoring the ongoing vaccination process. Vaccine’s participants were asked… ,0.0,0.0,Neutral
253,"For those still on the fence about vaccination, does this help put it in perspective? 

COVID ≠ influenza. 

The fl… ",0.0,0.0,Neutral
254,"Been waiting for this: legalchallenge to UK delaying 2nd dose of CovidVaccine
",0.0,0.0,Neutral
255,"“We can be knowledgeable with other men's knowledge, but we cannot be wise with other men's wisdom.”… ",0.5499999999999999,0.15,Positive
256,Given the LNPCrimeFamily past track record this appears to be highly likely. Even more cause for suspicion as they… ,0.5833333333333334,0.08333333333333333,Positive
257,"Well, let's just do the math to see this covidvaccine is only 50.4% effective, but COVID19 virus is surely 100% e… ",0.8962962962962964,0.3666666666666667,Positive
258," 🧡”OC Health Care Agency indicated women, people ages 35 to 54, Latinos, Black people and residents of Ana… ",0.43333333333333335,-0.16666666666666666,Negative
259,"35,000 doses of Covishield have arrived safely at the State Vaccination Center, Shilllong :
… ",0.3,0.2,Positive
260,I've never in my Life ever got a flu shot &amp; I'm still alive! MasksDontWork neither do Vaccines!… ,0.4,0.125,Positive
261,"“We can be knowledgeable with other men's knowledge, but we cannot be wise with other men's wisdom.”… ",0.5499999999999999,0.15,Positive
262,Aus Vaccinations    Is using Astra Zeneca vaccine akin to painting a long fence with cheap… ,0.4,-0.05,Negative
263,"After Brazil's order of 5 million Indian vaccine, South Africa also orders 1.5 million doses of Indian vaccine. Sou… ",0.0,0.0,Neutral
264,"SII, such a favour you're charging government only ₹200 for the vaccine dose, later makeing it 5X for all of us. CovidVaccine",0.5,0.0,Neutral
265,DavidAttenborough just had the CovidVaccine &amp; has now announced a 5G project. Were the antivaxxers right all al… ,0.5357142857142857,0.2857142857142857,Positive
266,"Is it true? Chinese CovidVaccine 50.4% effective?
Isn't the vaccine arriving into Thailand ",0.4833333333333334,0.31666666666666665,Positive
267,Discussing CovidVaccine with a friend and her first concern was for her father in Pakistan. Some of the most vulne… ,0.41666666666666663,0.375,Positive
268,Big Education Ape: THE TOP BANANA: TODAY'S EDUCATION HEADLINES REDFORED tbats REOPENSCHOOLSSAFELY COVIDVACCINE… ,0.3,0.25,Positive
269," Should be great for the tourism industry.

COVID19 CovidVaccine CNN CoronavirusStrain Alamo… ",0.75,0.8,Positive
270,"OPEN! Alcohol Delivery 
647 697 1873 
Dial a bottle

WeTheNorth raptorsnation tuesdayvibe tuesdaymotivations… ",0.5,0.0,Neutral
271,Covishield vaccines arrive in Trichy on Wednesday morning. The CovidVaccine will be distributed to all centres fr… ,0.0,0.0,Neutral
272,"Where Faith and Science co-exist - a coconut offered to the first vehicle entering Mumbai, carrying the… ",0.3333333333333333,0.25,Positive
273,Healthcare worker Getting the COVID-19 VACCINE| Prevention of COVID| Mod...  via … ,0.4,0.2,Positive
274,Biden's transition official says Operation Warp Speed chief adviser has resigned covidvaccine covid19 ,0.0,0.0,Neutral
275,The vaccine kills. CovidVaccine covid coronavirus vaccine Corona,0.0,0.0,Neutral
276,"1/12/21 2230

Oh so THAT’S the arm soreness everyone was talking about. 😶 Would rate that a 4-5/10. Still better th… ",0.5,0.5,Positive
277,"Dr. Sthapana Sharma, Associate Professor, Department of Community Medicine, Guwahati Medical College Hospital said… ",0.0,0.0,Neutral
278,Flights of pride! COVID-19 vaccine for nation's safety. IndiGoCarGo  CovidVaccine LetsIndiGo ,0.0,0.0,Neutral
279,Lady police officer breaks a coconut and lights agarbatti to flag off the 1st CovidVaccine consignment dispatched… ,0.0,0.0,Neutral
280,"London Calling
 

ScottyFromMarketing must be told in no uncertain terms we don't want a se… ",0.0,0.0,Neutral
281,Three more boxes containing vaccines arrives at Chennai airport from Hyderabad at 8.40 a.m. in a Blue Dart fligh… ,0.3,0.25,Positive
282,_md        … ,0.0,0.0,Neutral
283,"The great Allen Cheng talks about vaccines, effectiveness, herd immunity, what we know and don’t know and the choic… ",0.75,0.8,Positive
284,Big Education Ape: THE TOP BANANA: TODAY'S EDUCATION HEADLINES REDFORED tbats REOPENSCHOOLSSAFELY COVIDVACCINE… ,0.3,0.25,Positive
285,Covid vaccine check! COVID19 CovidVaccine ,0.0,0.0,Neutral
286,Three more boxes containing vaccines arrives at Chennai airport from Hyderabad at 8.40 a.m. in a Blue Dart flight… ,0.3,0.25,Positive
287, Let’s call the  ’s MoneyForMates AstraZeneca CovidVaccine for what it… ,0.0,0.0,Neutral
288,"Ppl i know in the US are getting their 2nd jab in a few days. Here, the first truck with vaccines rolled out and ou… ",0.14444444444444446,0.016666666666666663,Positive
289,Clinical trial results showed that the investigational vaccine known as mRNA-1273 is 94.1% effective in preventing… ,0.8,0.6,Positive
290,"Watch our expert panel discussion    
“COMBATING COVID-19: INDIA AND THE WORLD?”  Today - 13th Jan’21 from 7.30 PM(… ",0.0,0.0,Neutral
291,My state has opened up CovidVaccine to patients who have pre-existing conditions (me) So I am excited to be gettin… ,0.75,0.375,Positive
292,Does anyone know if there are any states that are administering the CovidVaccine to individuals (seniors &gt; 65 or 7… ,0.0,0.0,Neutral
293,Shot 1 complete. One step closer to keeping my Family and my Soldiers safe. Army COVIDー19 CovidVaccine… ,0.45,0.3,Positive
294,Boris Johnson was frustrated by what he saw as excessive bureaucracy and a lack of data around the NHS plan. Unnder… ,0.6,-0.475,Negative
295,"Please tell me BettyWhite got the CovidVaccine and if she hasn't yet, please bump her up over Republican politicians.",0.0,0.0,Neutral
296,"Questions about the CovidVaccine  I get asked  

I already had COVID19 should I still get vaccinated? 
Why shoul… ",0.0,0.0,Neutral
297,HCW spouse spent the day with chills and body aches from his second Pfizer dose.  But I just couldn’t be more reli… ,0.19999999999999998,0.13333333333333333,Positive
298, and  this sounds like a good idea. 🤷🏻‍♀️ COVIDVaccination CovidVaccine COVID19 ,0.6000000000000001,0.7,Positive
299,"Covishield, Covaxin Hit The Road! Will You Get To Choose From 2 Options? Doses, Price &amp; Other Doubts Answered… ",0.375,-0.125,Negative
300,Has Apple figured out how to manage a CovidVaccine passport carried on the iPhone? ,0.0,0.0,Neutral
301,"Covishield, vaccine against Covid-19 has arrived in Bengaluru. Health &amp; frontline workers, government and private,… ",0.0,0.0,Neutral
302,"35,000 doses of Covishield have arrived safely at State Vaccination Center, Shillong. This will set in motion the… ",0.3,0.2,Positive
303,"My COVID19 photoshop art:

SpreadArt CovidVaccine COVIDー19 ",0.0,0.0,Neutral
304,"Well ..
The Vaccine has landed in most of the states...first to be administered to the front line workers.... BUT
R… ",0.5,0.5,Positive
305,People will wish they didn’t pressure govt to vaccinate quickly at any cost because if we lower safety precautions… ,0.5,0.3333333333333333,Positive
306,Keep your eyes open 👀 on crude oil wti. This  rally is  not  forever. Also  check  out  our  November  newslette… ,0.75,-0.35,Negative
307,Powerful . Thank you for sharing . THANK TOU all HealthcareHeroes COVID19 CovidVaccine FrontlineDoctors ,1.0,0.3,Positive
308,"And now y'all are worried about BillGates killing you.

Complacency &amp; dependency will be the end of you. 

Where's… ",0.0,0.0,Neutral
309,If your child has cancer and is in treatment you’re no closer to getting the vaccine than anyone else. COVID19Ontario CovidVaccine,0.0,0.0,Neutral
310,Just heard that it was Dr. Kizzmekia Corbett from right here in NC who developed the Moderna vaccine! Amazing!!!!… ,0.4178571428571428,0.20535714285714285,Positive
311,The constant sudden stock footage on the news of needles going in arms when I have a total needle phobia is my dail… ,0.5277777777777778,0.0,Neutral
312,56 lakh doses of the CovidVaccine were flown to 13 cities across India from Pune and taken to designated national… ,0.0,0.0,Neutral
313,"Should read :
""We have reached an agreement with  (Pfizer) for an additional 20 million doses of their COVID-… ",0.0,0.0,Neutral
314,"Which vaccine should be used in Australia?

auspol COVID19nsw GladysCluster covidnsw CovidVaccine",0.0,0.0,Neutral
315,"  So called CovidVaccine

",0.0,0.0,Neutral
316,Yay - getting CovidVaccine tomorrow here in ColumbusGA.  Being old has its perks.,0.2,0.1,Positive
317,100 mn doses = 10 crore doses only. Only 10 crore people will get free vaccine which will be enough for only health… ,0.86,0.08,Positive
318,__007 Slammed. _by_two should know whether roads are built or schools are built using tax payers money.… ,0.0,0.0,Neutral
319,100 mn doses = 10 crore doses only. Only 10 crore people will get free vaccine which will be enough for only health… ,0.86,0.08,Positive
320,From vaccinator to vaccinated - NYC's massive DOH and MRC vaccine effort is running swimmingly with more population… ,0.75,0.25,Positive
321,"Over 200 boxes will be flown from Mumbai to 22 destinations within India today.

CovidVaccine",0.0,0.0,Neutral
322,Anyone have any good articles or easy to read infographics on getting the Covid shot while pregnant/breastfeeding?… ,0.7166666666666668,0.5666666666666667,Positive
323,I got my first dose of the CovidVaccine today and am so thankful for everyone who is helping us control the pandem… ,0.3333333333333333,0.25,Positive
324,Seniors who do not have internet or email access &amp; need help registering for the COVIDvaccine can call… ,0.0,0.0,Neutral
325,"Mumbai: First consignment of COVID19 vaccine arrives in city

Via:  

MumbaiNews COVID19Vaccine… ",0.3333333333333333,0.25,Positive
326,"Breaking: Gujarat to get 2.58 lakh more doses of Covishield CovidVaccine on Jan 13, a day after recieving it's 1s… ",0.5,0.5,Positive
327,ICYMI Louisiana currently ranks 18th among states on COVIDvaccine doses administered per 100K residents. Keep it u… ,0.4,0.0,Neutral
328,vaccinationCovid   COVID19 CovidVaccine  Process picks speed…Here are some details ,0.0,0.0,Neutral
329,"CovidVaccine 10 hour update: injection site pain, headache, scratchy throat and nausea.",0.0,0.0,Neutral
330,"  recieved its first lot of 1,39,500 doses of Covid-19 vaccine from the Serum Institute of India on Wednesday… ",0.3333333333333333,0.25,Positive
331,Trying to help my 93 yr old grandmother register for a COVID19 vaccine... “Grandma what’s your password for your em… ,0.2,0.1,Positive
332,"In Bihar 30,000 health workers will be vaccinated on the  first day of vaccination programme on January 16.… ",0.3333333333333333,0.25,Positive
333,"Would you trust a vaccine that only offers 62% protection?

Would you trust a condom that only offers 62% protectio… ",0.5,0.05,Positive
334,This is not Covid Vaccine!.This is heart attack double bolus kit useful in acute myocardial infarction. The only di… ,0.475,0.22499999999999998,Positive
335,Got my 2nd covidvaccine today. There were hardly any of us in there. I was surprised by that.,0.48055555555555557,-0.0638888888888889,Negative
336,12.5 days post moderna vaccine and the lymph node is still palpable but not sore any longer. CovidVaccine,0.5,0.0,Neutral
337,TY and KUDOS to  for all you do to fight COVID19 in COVIDVaccine development. WomenInSTEM  women… ,0.0,0.0,Neutral
